train_acc,train_loss,val_acc,val_loss
<<<<<<< HEAD
0.020421052631578947,4.496456,0.030400000000000003,4.7799196
0.04275789473684211,4.182754,0.054400000000000004,4.3250346
0.06467368421052633,4.041012,0.07400000000000001,4.0438237
0.08381052631578947,3.9382536,0.0924,3.964103
0.09646315789473686,3.848741,0.09960000000000001,3.8602483
0.10783157894736844,3.7696416,0.12079999999999998,3.676661
0.11839999999999999,3.7097638,0.12480000000000001,3.6872928
0.12738947368421052,3.6547656,0.1456,3.5821128
0.13629473684210525,3.601958,0.1524,3.555797
=======
0.020336842105263157,4.4978065,0.02840000000000001,4.3491893
0.03570526315789475,4.2922745,0.0512,4.248764
0.05242105263157896,4.178696,0.047200000000000006,4.204606
0.06791578947368421,4.0424743,0.07640000000000001,3.920564
0.08454736842105263,3.916493,0.1048,3.83465
0.10044210526315792,3.8059251,0.10160000000000002,3.7410765
0.11618947368421054,3.719833,0.1216,3.7138038
0.1271578947368421,3.6551263,0.1348,3.5935907
0.13829473684210525,3.589302,0.13920000000000002,3.5341125
0.14591578947368422,3.5362942,0.1572,3.4624262
0.1573263157894737,3.484636,0.13360000000000002,3.6066132
0.1659578947368421,3.4321487,0.15,3.4724424
0.17242105263157892,3.3980613,0.18280000000000002,3.352546
0.18454736842105263,3.3497024,0.19200000000000003,3.3139832
0.18880000000000002,3.313553,0.1864,3.337329
0.1957894736842105,3.2718487,0.20200000000000004,3.259713
0.2052842105263158,3.2364635,0.20400000000000001,3.2395601
0.20962105263157896,3.2008793,0.21320000000000003,3.1861079
0.21869473684210528,3.1635442,0.1948,3.2136636
0.22452631578947368,3.1266427,0.2336,3.1061652
0.2297263157894737,3.0992775,0.2316,3.1145728
0.23722105263157897,3.0569174,0.23560000000000003,3.0863829
0.24467368421052632,3.0184271,0.2292,3.1142974
0.2505263157894737,2.9897432,0.236,3.0343168
0.2537263157894737,2.9561923,0.25920000000000004,3.00297
0.2634947368421053,2.9208083,0.24960000000000002,3.0076642
0.2669473684210526,2.9018252,0.2632,2.9501226
0.27806315789473685,2.8554924,0.29040000000000005,2.8363492
0.2807789473684211,2.8308249,0.2708,2.9277375
0.28692631578947375,2.8036516,0.276,2.8747573
0.2894526315789474,2.7870767,0.27880000000000005,2.8407438
0.29755789473684213,2.7538192,0.2832,2.8001182
0.29976842105263163,2.7314494,0.30199999999999994,2.774266
0.30480000000000007,2.7122838,0.29359999999999997,2.7603076
0.3081894736842105,2.6826892,0.3072,2.723497
0.3182736842105263,2.6523798,0.30760000000000004,2.6908572
0.3208421052631579,2.639348,0.29,2.7755973
0.3255578947368421,2.6117315,0.316,2.668033
0.3285894736842105,2.5950863,0.3232,2.649354
0.33225263157894735,2.5675633,0.3188,2.6991403
0.3346315789473684,2.5547957,0.32439999999999997,2.651749
0.3418736842105263,2.5255334,0.32439999999999997,2.6233826
0.3433684210526315,2.5132902,0.33520000000000005,2.5970774
0.3485894736842105,2.4968982,0.31720000000000004,2.6559768
0.35330526315789473,2.4760783,0.3348,2.5884347
0.35431578947368425,2.4620013,0.34559999999999996,2.5573156
0.3600210526315789,2.436309,0.326,2.5881977
0.3654947368421053,2.4203007,0.33520000000000005,2.5133882
0.36479999999999996,2.4110162,0.35119999999999996,2.5117605
0.36941052631578947,2.397642,0.3592,2.5044062
0.37107368421052633,2.3907952,0.3564,2.4769754
0.372421052631579,2.3725376,0.36279999999999996,2.4594748
0.3767157894736843,2.3598456,0.3472,2.4852867
0.3812,2.3427749,0.3644,2.4359164
0.38473684210526315,2.3226845,0.3472,2.5134873
0.3828210526315789,2.3198097,0.37639999999999996,2.4333158
0.3876842105263158,2.2977064,0.37520000000000003,2.3876867
0.3918315789473684,2.2894373,0.3676,2.4401047
0.39418947368421053,2.2810853,0.37239999999999995,2.4118447
0.3984421052631579,2.265971,0.3796,2.39285
0.4011789473684211,2.2556162,0.3776,2.4118645
0.4042315789473684,2.2368565,0.37479999999999997,2.4031403
0.40513684210526313,2.2298217,0.3688,2.417334
0.4072,2.2198,0.38,2.3502548
0.41311578947368427,2.207058,0.3807999999999999,2.3487203
0.41197894736842106,2.1974661,0.384,2.3413703
0.4164421052631579,2.184423,0.37920000000000004,2.3907366
0.41581052631578946,2.1748621,0.38760000000000006,2.3427198
0.4157263157894737,2.177461,0.3868,2.321804
0.42183157894736845,2.160558,0.39440000000000003,2.323582
0.4231368421052632,2.1547122,0.3828000000000001,2.3166637
0.42406315789473686,2.1438622,0.3892,2.3331263
0.4259157894736842,2.1283762,0.4004,2.3098962
